Word,Entity
else,o
?,o
,
Nah,o
",",o
none,o
of,o
those,o
.,o
,
How,B-movie_name
to,I-movie_name
Train,I-movie_name
Your,I-movie_name
Dragon,I-movie_name
:,I-movie_name
The,I-movie_name
Hidden,I-movie_name
World,I-movie_name
sounds,o
good,o
.,o
,
No,o
",",o
not,o
now,o
.,o
,
What,o
time,o
is,o
the,o
movie,o
showing,o
?,o
,
I,o
'm,o
thinking,o
today,B-show_date
at,o
the,o
AMC,B-theater_name
Eastridge,I-theater_name
.,o
,
How,o
about,o
another,o
time,o
?,o
,
No,o
.,o
Thanks,o
anyways,o
.,o
,
I,o
want,o
to,o
watch,o
a,o
movie,o
in,o
Union,B-location
City,I-location
.,o
,
I,o
want,o
to,o
watch,o
a,o
Scary,B-genre
movie,o
in,o
imax,B-show_type
.,o
,
The,o
Curse,B-movie_name
of,I-movie_name
La,I-movie_name
Llorona,I-movie_name
is,o
perfect,o
.,o
,
No,o
",",o
I,o
'm,o
not,o
ready,o
.,o
,
What,o
time,o
is,o
the,o
movie,o
playing,o
?,o
,
I,o
want,o
to,o
see,o
it,o
on,o
March,B-show_date
7th,I-show_date
.,o
,
How,o
much,o
is,o
the,o
ticket,o
?,o
What,o
is,o
the,o
address,o
?,o
,
That,o
is,o
all,o
",",o
thanks,o
.,o
,
I,o
want,o
to,o
watch,o
a,o
movie,o
that,o
's,o
been,o
shown,o
in,o
Fairfield,B-location
.,o
,
What,o
are,o
my,o
other,o
choices,o
?,o
,
I,o
want,o
to,I-movie_name
Watch,o
How,B-movie_name
to,I-movie_name
Train,I-movie_name
Your,I-movie_name
Dragon,I-movie_name
:,I-movie_name
The,I-movie_name
Hidden,I-movie_name
World,I-movie_name
.,o
,
No.I,o
'll,o
buy,o
tickets,o
later,o
.,o
Can,o
you,o
find,o
a,o
3d,B-show_type
show,o
?,o
,
The,o
1st,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
.,o
,
What,o
is,o
the,o
cost,o
of,o
the,o
ticket,o
?,o
,
Great,o
.,o
Thanks,o
for,o
the,o
information,o
.,o
,
I,o
'm,o
interested,o
in,o
finding,o
a,o
good,o
movie,o
to,o
watch,o
.,o
,
San,B-location
Jose,I-location
",",o
so,o
search,o
for,o
movies,o
there,o
.,o
,
Actually,o
",",o
Breakthrough,B-movie_name
sounds,o
great,o
.,o
I,o
want,o
to,o
see,o
it,o
on,o
the,B-show_date
3rd,I-show_date
so,o
what,o
times,o
is,o
it,o
playing,o
then,o
?,o
,
What,o
's,o
the,o
theater,o
's,o
address,o
?,o
,
Okay,o
",",o
sounds,o
fine,o
.,o
That,o
's,o
all,o
I,o
the,o
help,o
I,o
need,o
.,o
,
Can,o
you,o
find,o
me,o
a,o
movie,o
?,o
I,o
'm,o
in,o
the,o
mood,o
for,o
action,B-genre
,
In,o
Oakland,B-location
please,o
,
Yeah,o
",",o
The,B-movie_name
Last,I-movie_name
Dragon,I-movie_name
sounds,o
great,o
,
No,o
thanks,o
",",o
I,o
think,o
I,o
'll,o
buy,o
them,o
later,o
,
Can,o
you,o
let,o
me,o
know,o
what,o
time,o
its,o
on,o
?,o
,
The,o
day,B-show_date
after,I-show_date
tomorrow,I-show_date
please,o
,
Cool,o
.,o
Thanks,o
",",o
I,o
do,o
n't,o
need,o
anything,o
else,o
,
I,o
want,o
to,o
watch,o
a,o
Rom-com,B-genre
movie,o
.,o
,
I,o
am,o
looking,o
for,o
a,o
movie,o
in,o
Santa,B-location
Rosa,I-location
.,o
,
After,B-movie_name
sounds,o
like,o
a,o
good,o
movie,o
.,o
,
Not,o
at,o
this,o
time,o
.,o
,
When,o
is,o
the,o
movie,o
?,o
,
I,o
want,o
to,o
go,o
on,o
the,B-show_date
1st,I-show_date
.,o
,
That,o
is,o
perfect,o
.,o
,
No,o
",",o
that,o
will,o
be,o
all,o
.,o
,
I,o
'm,o
looking,o
for,o
a,o
movie,o
in,o
Santa,B-location
Rosa,I-location
.,o
,
Anything,o
else,o
?,o
,
No,o
.,o
What,o
's,o
showing,o
at,o
Summerfield,B-theater_name
Cinemas,I-theater_name
?,o
,
Wild,B-movie_name
Nights,I-movie_name
with,I-movie_name
Emily,I-movie_name
sounds,o
good,o
.,o
,
No,o
.,o
what,o
time,o
is,o
it,o
showing,o
?,o
,
I,o
'm,o
looking,o
for,o
an,o
imax,B-show_type
show,o
this,B-show_date
Saturday,I-show_date
.,o
,
Any,o
other,o
times,o
?,o
,
No,o
.,o
Thank,o
you,o
.,o
,
I,o
wan,o
na,o
go,o
to,o
the,o
cinema,o
.,o
,
I,o
'm,o
in,o
Oakland,B-location
.,o
,
Could,o
you,o
find,o
some,o
other,o
movies,o
",",o
please,o
?,o
,
Could,o
you,o
find,o
some,o
other,o
movies,o
",",o
please,o
?,o
,
Shazam,B-movie_name
!,I-movie_name
sounds,o
perfect,o
.,o
,
Nope,o
",",o
not,o
right,o
now,o
.,o
,
What,o
time,o
can,o
I,o
watch,o
the,o
movie,o
?,o
,
I,o
wan,o
na,o
watch,o
it,o
on,o
1st,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
.,o
,
What,o
kind,o
of,o
movie,o
is,o
it,o
?,o
,
Sounds,o
good,o
to,o
me,o
.,o
,
Nope,o
.,o
Thanks,o
for,o
your,o
help,o
.,o
,
I,o
want,o
to,o
see,o
a,o
movie,o
.,o
,
I,o
want,o
to,o
see,o
it,o
at,o
Century,B-theater_name
Union,B-location
Landing,I-theater_name
.,o
What,o
movies,o
are,o
playing,o
in,o
Union,B-location
City,I-location
?,o
,
No,o
.,o
What,o
else,o
is,o
playing,o
?,o
,
No,o
I,o
'm,o
not,o
interested,o
in,o
those,o
.,o
Are,o
any,o
other,o
movies,o
playing,o
?,o
,
I,o
want,o
to,o
see,o
Pet,B-movie_name
Sematary,I-movie_name
!,o
,
No,o
",",o
not,o
now,o
.,o
When,o
is,o
it,o
showing,o
?,o
,
I,o
'd,o
like,o
to,o
see,o
it,o
on,o
Saturday,B-show_date
this,I-show_date
week,I-show_date
.,o
,
I,o
want,o
the,o
see,o
the,o
3d,B-show_type
version,o
on,o
the,o
1st,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
.,o
Is,o
it,o
showing,o
then,o
?,o
,
How,o
much,o
does,o
a,o
ticket,o
cost,o
?,o
,
Great,o
!,o
,
No,o
",",o
thank,o
you,o
.,o
,
I,o
want,o
to,o
watch,o
a,o
movie,o
at,o
AMC,B-theater_name
Bay,I-theater_name
Street,I-theater_name
,
Searc,o
in,o
Emeryville,B-location
",",o
please,o
,
Do,o
you,o
have,o
any,o
other,o
suggestions,o
?,o
,
I,o
would,o
prefer,o
other,o
proposals,o
,
Oh,o
",",o
Teen,B-movie_name
Spirit,I-movie_name
is,o
good,o
!,o
,
Not,o
now,o
",",o
thanks,o
,
Yes,o
",",o
I,o
want,o
to,o
watch,o
a,o
imax,B-show_type
show,o
:,o
what,o
time,o
is,o
it,o
?,o
,
On,o
later,B-show_date
today,I-show_date
,
Oh,o
",",o
It,o
's,o
perfect,o
!,o
,
No,o
",",o
thanks,o
",",o
It,o
's,o
all,o
,
I,o
think,o
that,o
I,o
want,o
to,o
find,o
a,o
movie,o
to,o
watch,o
at,o
Roxie,B-theater_name
Theater,I-theater_name
.,o
,
Does,o
SF,B-location
have,o
any,o
movies,o
showing,o
?,o
,
I,o
think,o
we,o
should,o
do,o
Suburban,B-movie_name
Birds,I-movie_name
.,o
I,o
think,o
I,o
want,o
something,o
regular,B-show_type
on,o
the,B-show_date
17th,I-show_date
.,o
Do,o
you,o
have,o
any,o
times,o
?,o
,
Works,o
for,o
me,o
!,o
,
I,o
think,o
we,o
should,o
wait,o
to,o
purchase,o
them,o
.,o
,
I,o
think,o
this,o
will,o
do,o
it,o
.,o
Thank,o
you,o
for,o
your,o
help,o
.,o
,
Can,o
you,o
help,o
me,o
find,o
a,o
movie,o
to,o
watch,o
?,o
,
Can,o
you,o
look,o
for,o
movies,o
in,o
SF,B-location
.,o
,
Can,o
you,o
please,o
look,o
for,o
some,o
other,o
movies,o
",",o
I,o
'd,o
like,o
to,o
see,o
an,o
imax,B-show_type
show,o
.,o
,
Can,o
you,o
find,o
some,o
other,o
movies,o
I,o
'd,o
like,o
to,o
go,o
see,o
them,o
at,o
the,o
Embarcadero,B-theater_name
Center,I-theater_name
Cinema,I-theater_name
.,o
Any,o
kind,o
of,o
movie,o
will,o
do,o
.,o
,
Knock,B-movie_name
Down,I-movie_name
The,I-movie_name
House,I-movie_name
sounds,o
great,o
to,o
me,o
.,o
,
Not,o
at,o
the,o
moment,o
",",o
no,o
.,o
,
Oh,o
yeah,o
",",o
what,o
time,o
is,o
the,B-show_date
movie,o
?,o
I,o
'd,o
like,o
to,o
watch,o
it,o
on,o
the,B-show_date
8th,I-show_date
?,o
,
Awesome,o
",",o
thats,o
all,o
I,o
needed,o
to,o
know,o
.,o
,
I,o
want,o
to,o
find,o
a,o
movie,o
to,o
watch,o
,
I,o
like,o
Ghost,B-genre
movies,o
.,o
Search,o
for,o
movies,o
in,o
San,B-location
Jose,I-location
.,o
,
The,B-movie_name
Curse,I-movie_name
of,I-movie_name
La,I-movie_name
Llorona,I-movie_name
is,o
about,o
perfect,o
!,o
,
No,o
",",o
I,o
do,o
n't,o
need,o
them,o
.,o
,
What,o
time,o
is,o
the,o
movie,o
?,o
,
I,o
want,o
to,o
see,o
it,o
Tuesday,B-show_date
next,I-show_date
week,I-show_date
,
Great,o
",",o
That,o
's,o
all,o
I,o
need,o
,
Can,o
you,o
tell,o
me,o
which,o
movies,o
are,o
playing,o
at,o
Lark,B-theater_name
Theater,I-theater_name
",",o
please,o
.,o
I,o
'd,o
like,o
to,o
find,o
a,o
good,o
one,o
to,o
watch,o
.,o
,
Search,o
for,o
movies,o
in,o
Larkspur,B-location
.,o
,
Shine,B-movie_name
a,I-movie_name
light,I-movie_name
sounds,o
perfect,o
.,o
When,o
is,o
it,o
screening,o
?,o
Any,o
show,o
type,o
is,o
OK,o
.,o
,
I,o
'd,o
like,o
the,o
1st,B-show_date
of,I-show_date
March,I-show_date
",",o
if,o
possible,o
.,o
,
That,o
's,o
perfect,o
.,o
That,o
will,o
be,o
all,o
?,o
,
I,o
have,o
not,o
gone,o
to,o
see,o
a,o
movie,o
in,o
a,o
while,o
.,o
I,o
would,o
like,o
to,o
go,o
see,o
one,o
.,o
Can,o
you,o
tell,o
me,o
what,o
is,o
playing,o
?,o
,
I,o
would,o
like,o
to,o
see,o
a,o
movie,o
in,o
San,B-location
Ramon,I-location
.,o
,
I,o
am,o
more,o
in,o
to,o
adventure,B-genre
movies,o
.,o
Could,o
you,o
look,o
for,o
some,o
different,o
movies,o
.,o
Also,o
",",o
I,o
would,o
like,o
to,o
watch,o
at,o
THE,B-theater_name
LOT,I-theater_name
City,I-theater_name
Center,I-theater_name
.,o
,
Shazam,B-movie_name
!,I-movie_name
would,o
be,o
great,o
.,o
,
No,o
",",o
I,o
do,o
n't,o
think,o
so,o
right,o
now,o
.,o
,
I,o
would,o
like,o
to,o
watch,o
the,o
regular,B-show_type
showing,o
next,B-show_date
Monday,I-show_date
.,o
What,o
time,o
do,o
they,o
have,o
available,o
",",o
then,o
?,o
,
Are,o
there,o
any,o
other,o
show,o
times,o
available,o
?,o
,
No,o
",",o
not,o
right,o
now,o
.,o
Thanks,o
so,o
much,o
for,o
your,o
help,o
.,o
,
I,o
am,o
trying,o
to,o
find,o
an,o
interesting,o
movie,o
to,o
watch,o
later,o
.,o
,
I,o
would,o
like,o
to,o
see,o
a,o
thriller,B-genre
movie,o
located,o
in,o
Brentwood,B-location
.,o
,
Oh,o
i,o
think,o
Pet,B-movie_name
Sematary,I-movie_name
may,o
be,o
a,o
great,o
movie,o
to,o
watch,o
,
Not,o
this,o
second,o
no,o
,
What,o
are,o
the,o
show,o
times,o
at,o
AMC,B-theater_name
Brentwood,I-theater_name
?,o
,
Definitely,o
on,o
March,B-show_date
5th,I-show_date
.,o
Is,o
it,o
available,o
,
what,o
is,o
the,o
cost,o
of,o
the,o
tickets,o
and,o
what,o
is,o
the,o
address,o
,
great,o
,
Nope,o
.,o
but,o
thanks,o
for,o
your,o
help,o
,
Hey,o
there,o
",",o
I,o
want,o
to,o
see,o
a,o
movie,o
.,o
,
Can,o
you,o
show,o
me,o
movies,o
in,o
San,B-location
Jose,I-location
.,o
,
No,o
they,o
do,o
n't,o
sound,o
like,o
my,o
cup,o
of,o
tea,o
.,o
What,o
about,o
a,o
3d,B-show_type
film,o
.,o
,
Little,B-movie_name
sounds,o
good,o
.,o
What,o
time,o
is,o
it,o
showing,o
?,o
,
I,o
want,o
to,o
go,o
next,B-show_date
Friday,I-show_date
.,o
,
How,o
much,o
is,o
that,o
?,o
,
Sounds,o
perfect,o
",",o
that,o
's,o
all,o
I,o
wanted,o
.,o
,
My,o
husband,o
and,o
I,o
are,o
going,o
out,o
tonight,o
and,o
would,o
like,o
to,o
know,o
of,o
a,o
good,o
movie,o
to,o
watch,o
.,o
,
Would,o
you,o
look,o
for,o
theaters,o
around,o
Emeryville,B-location
?,o
That,o
's,o
where,o
we,o
're,o
eating,o
.,o
,
I,o
'd,o
like,o
to,o
see,o
something,o
at,o
the,o
AMC,B-theater_name
Bay,I-theater_name
Street,I-theater_name
.,o
Preferably,o
a,o
comic,B-genre
book-type,o
movie,o
.,o
If,o
you,o
can,o
find,o
one,o
of,o
those,o
",",o
that,o
would,o
be,o
great,o
!,o
,
We,o
'd,o
love,o
to,o
see,o
Missing,B-movie_name
Link,I-movie_name
.,o
What,o
are,o
the,o
showtimes,o
?,o
,
I,o
forgot,o
.,o
I,o
wanted,o
to,o
see,o
it,o
on,o
Imax,o
and,o
March,B-show_date
8th,I-show_date
would,o
be,o
the,o
date,o
.,o
,
That,o
's,o
great,o
.,o
,
I,o
'm,o
not,o
going,o
to,o
buy,o
them,o
right,o
now,o
.,o
,
Thank,o
you,o
but,o
no,o
.,o
I,o
'm,o
good,o
.,o
,
Please,o
find,o
me,o
a,o
movie,o
to,o
watch,o
.,o
,
Please,o
search,o
for,o
movies,o
in,o
downtown,o
San,B-location
Fran,I-location
.,o
,
Please,o
search,o
for,o
other,o
movies,o
to,o
see,o
in,o
downtown,o
San,o
Fran,o
.,o
,
Please,o
search,o
for,o
even,o
more,o
movies,o
.,o
,
I,o
would,o
like,o
to,o
see,o
Family,B-movie_name
.,o
,
I,o
want,o
to,o
know,o
when,o
I,o
can,o
go,o
see,o
that,o
movies,o
.,o
What,o
are,o
the,o
regular,B-show_type
show,o
times,o
?,o
,
I,o
would,o
like,o
to,o
see,o
this,o
movie,o
on,o
the,B-show_date
2nd,I-show_date
.,o
,
I,o
would,o
like,o
to,o
see,o
that,o
showing,o
.,o
,
No,o
thank,o
you,o
",",o
I,o
do,o
not,o
require,o
further,o
help,o
.,o
,
Hey,o
",",o
I,o
'm,o
looking,o
for,o
a,o
movie,o
.,o
,
Can,o
you,o
tell,o
me,o
what,o
's,o
on,o
in,o
San,B-location
Francisco,I-location
.,o
,
Please,o
find,o
something,o
else,o
.,o
,
Find,o
something,o
else,o
.,o
,
Gloria,B-movie_name
Bell,I-movie_name
sounds,o
like,o
it,o
's,o
right,o
up,o
my,o
street,o
.,o
,
No,o
",",o
that,o
's,o
okay,o
",",o
not,o
right,o
now,o
.,o
,
What,o
time,o
is,o
it,o
playing,o
on,o
3rd,B-show_date
of,I-show_date
March,I-show_date
.,o
,
Sounds,o
great,o
.,o
That,o
's,o
everything,o
.,o
,
I,o
want,o
to,o
find,o
an,o
imax,B-show_type
movie,o
to,o
watch,o
later,o
tonight,o
.,o
,
I,o
am,o
located,o
near,o
Hillsborough,B-location
.,o
,
That,o
would,o
be,o
great,o
.,o
What,o
time,o
would,o
I,o
be,o
able,o
to,o
watch,o
The,B-movie_name
Curse,I-movie_name
of,I-movie_name
La,I-movie_name
Llorona,I-movie_name
?,o
,
I,o
'd,o
like,o
to,o
try,o
and,o
watch,o
it,o
on,o
the,o
1st,B-show_date
of,I-show_date
March,I-show_date
.,o
,
Awesome,o
.,o
Thank,o
you,o
for,o
your,o
help,o
.,o
,
I,o
want,o
to,o
watch,o
a,o
movie,o
.,o
,
San,B-location
Jose,I-location
.,o
I,o
want,o
to,o
watch,o
a,o
regular,B-show_type
show,o
.,o
,
No,o
",",o
something,o
else,o
please,o
.,o
,
No,o
",",o
something,o
else,o
",",o
in,o
3D,o
",",o
please,o
.,o
,
Breakthrough,B-movie_name
sounds,o
good,o
.,o
What,o
are,o
the,o
show,o
times,o
?,o
,
On,o
the,B-show_date
3rd,I-show_date
.,o
,
Thanks,o
.,o
That,o
's,o
all,o
I,o
need,o
.,o
,
I,o
like,o
Life,B-genre
history,I-genre
movies,o
and,o
want,o
to,o
find,o
a,o
movie,o
to,o
watch,o
.,o
I,o
would,o
like,o
to,o
watch,o
Century,B-theater_name
at,I-theater_name
Hayward,I-theater_name
.,o
,
Please,o
find,o
movies,o
in,o
Hayward,B-location
.,o
,
Breakthrough,B-movie_name
sounds,o
great,o
.,o
What,o
time,o
is,o
it,o
available,o
to,o
watch,o
?,o
I,o
am,o
interested,o
in,o
a,o
regular,B-show_type
show,o
.,o
,
I,o
want,o
to,o
see,o
it,o
on,o
the,B-show_date
7th,I-show_date
.,o
,
How,o
much,o
does,o
the,o
ticket,o
cost,o
?,o
,
That,o
sounds,o
fine,o
.,o
That,o
does,o
it,o
for,o
me,o
.,o
,
I,o
would,o
like,o
to,o
watch,o
a,o
3d,B-show_type
movie,o
.,o
,
I,o
would,o
like,o
movies,o
in,o
Petaluma,B-location
.,o
,
Shazam,B-movie_name
is,o
perfect,o
.,o
,
No,o
not,o
at,o
present,o
.,o
What,o
time,o
is,o
it,o
on,o
?,o
I,o
am,o
interested,o
in,o
showing,o
on,o
the,B-show_date
4th,I-show_date
at,o
Boulevard,B-theater_name
Cinema,I-theater_name
.,o
,
Do,o
you,o
know,o
the,o
address,o
of,o
the,o
theater,o
?,o
,
How,o
much,o
do,o
tickets,o
cost,o
?,o
,
That,o
all,o
sounds,o
good,o
.,o
,
No,o
that,o
is,o
everything,o
thanks,o
.,o
,
Can,o
you,o
help,o
me,o
find,o
a,o
good,o
movie,o
please,o
?,o
,
I,o
would,o
like,o
hear,o
about,o
movies,o
being,o
played,o
in,o
Brentwood,B-location
.,o
,
I,o
would,o
like,o
to,o
see,o
Dumbo,B-movie_name
!,o
,
No,o
not,o
right,o
now,o
",",o
can,o
I,o
have,o
the,o
show,o
times,o
and,o
can,o
you,o
look,o
for,o
the,o
movie,o
in,o
3d,B-show_type
?,o
,
I,o
would,o
like,o
to,o
watch,o
a,o
imax,B-show_type
show,o
on,o
the,o
2nd,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
.,o
,
Can,o
I,o
have,o
the,o
price,o
of,o
the,o
ticket,o
and,o
the,o
address,o
to,o
the,o
theater,o
?,o
,
Thank,o
you,o
that,o
will,o
be,o
all,o
.,o
,
I,o
feel,o
like,o
being,o
spooked,o
out,o
.,o
Can,o
you,o
help,o
me,o
find,o
some,o
scary,B-genre
movies,o
?,o
,
Please,o
look,o
for,o
movies,o
showing,o
in,o
Campbell,B-location
.,o
,
The,o
Curse,B-movie_name
of,I-movie_name
La,I-movie_name
Llorona,I-movie_name
works,o
good,o
for,o
me,o
.,o
What,o
time,o
is,o
it,o
showing,o
?,o
I,o
'd,o
like,o
to,o
go,o
on,o
the,B-show_date
9th,I-show_date
.,o
,
That,o
's,o
perfect,o
",",o
that,o
's,o
all,o
I,o
needed,o
.,o
,
I,o
want,o
to,o
find,o
a,o
comedy,B-genre
movie,o
.,o
Search,o
for,o
movies,o
now,o
showing,o
in,o
Oakland,B-location
.,o
,
Let,o
's,o
try,o
something,o
else,o
.,o
I,o
want,o
a,o
regular,B-show_type
show,o
.,o
Something,o
like,o
a,o
Biographical,B-genre
movie,o
.,o
,
Breakthrough,B-movie_name
is,o
great,o
.,o
,
No,o
",",o
not,o
right,o
now,o
.,o
What,o
time,o
does,o
it,o
play,o
?,o
I,o
also,o
want,o
to,o
watch,o
Regal,B-theater_name
Jack,I-theater_name
London,I-theater_name
next,B-show_date
Friday,I-show_date
.,o
,
What,o
is,o
the,o
theater,o
address,o
?,o
,
Great,o
",",o
that,o
's,o
all,o
I,o
need,o
.,o
,
I,o
want,o
to,o
watch,o
a,o
movie,o
",",o
can,o
you,o
search,o
for,o
movies,o
shown,o
in,o
San,B-location
Jose,I-location
.,o
,
No,o
thanks,o
",",o
can,o
you,o
find,o
some,o
others,o
.,o
,
Dogman,B-movie_name
is,o
great,o
thanks,o
.,o
,
No,o
",",o
not,o
at,o
the,o
moment,o
.,o
What,o
time,o
is,o
it,o
on,o
?,o
,
I,o
want,o
to,o
go,o
on,o
the,B-show_date
11th,I-show_date
",",o
at,o
3,B-theater_name
Below,I-theater_name
Theaters,I-theater_name
And,I-theater_name
Lounge,I-theater_name
.,o
,
Sounds,o
great,o
thanks,o
.,o
,
No,o
thanks,o
.,o
,
I,o
need,o
to,o
find,o
a,o
movie,o
to,o
watch,o
.,o
,
Can,o
you,o
find,o
for,o
movies,o
shown,o
in,o
Santa,B-location
Clara,I-location
.,o
,
The,o
movie,o
Hotel,B-movie_name
Mumbai,I-movie_name
is,o
good,o
.,o
,
No,o
",",o
i,o
do,o
n't,o
want,o
to,o
buy,o
now,o
and,o
what,o
time,o
can,o
i,o
see,o
it,o
?,o
,
I,o
like,o
to,o
watch,o
imax,B-show_type
show,o
on,o
1st,B-show_date
of,I-show_date
March,I-show_date
.,o
,
What,o
is,o
the,o
theater,o
location,o
?,o
,
What,o
type,o
of,o
the,o
movie,o
and,o
what,o
is,o
the,o
ticket,o
cost,o
?,o
,
It,o
's,o
cool,o
.,o
That,o
is,o
all,o
i,o
want,o
.,o
,
I,o
wan,o
na,o
go,o
to,o
the,o
cinema,o
.,o
I,o
do,o
n't,o
mind,o
the,o
theatre,o
.,o
,
Can,o
you,o
search,o
movies,o
in,o
San,B-location
Francisco,I-location
?,o
,
Could,o
you,o
find,o
some,o
other,o
movies,o
",",o
please,o
?,o
,
Dumbo,B-movie_name
is,o
perfect,o
.,o
What,o
time,o
can,o
I,o
watch,o
it,o
?,o
I,o
'd,o
like,o
to,o
watch,o
it,o
on,o
March,B-show_date
3rd,I-show_date
.,o
,
Sounds,o
great,o
.,o
,
Nope,o
",",o
I,o
do,o
n't,o
wan,o
na,o
purchase,o
now,o
.,o
,
Nope,o
",",o
thanks,o
a,o
lot,o
!,o
,
I,o
would,o
like,o
to,o
find,o
a,o
movie,o
to,o
watch,o
.,o
,
Can,o
you,o
search,o
for,o
movies,o
showing,o
in,o
Pleasant,B-location
Hill,I-location
?,o
,
I,o
would,o
like,o
to,o
see,o
After,B-movie_name
.,o
Any,o
type,o
of,o
show,o
is,o
fine,o
.,o
What,o
times,o
is,o
it,o
showing,o
?,o
,
I,o
'd,o
like,o
to,o
see,o
it,o
on,o
the,o
1st,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
.,o
,
Great,o
!,o
,
No,o
",",o
I,o
do,o
n't,o
want,o
to,o
purchase,o
them,o
now,o
.,o
,
No,o
.,o
Thanks,o
for,o
your,o
help,o
today,o
.,o
,
Find,o
me,o
some,o
good,o
movies,o
to,o
watch,o
.,o
,
Search,o
for,o
Fantasy,B-genre
movies,o
in,o
San,B-location
Jose,I-location
.,o
,
Okay,o
",",o
Dumbo,B-movie_name
sounds,o
great,o
.,o
,
No,o
",",o
I,o
do,o
n't,o
want,o
to,o
buy,o
the,o
ticket,o
right,o
now,o
.,o
Can,o
you,o
find,o
me,o
the,o
timing,o
of,o
the,o
movie,o
on,o
March,B-show_date
1st,I-show_date
at,o
Cinemark,B-theater_name
?,o
,
Okay,o
",",o
That,o
sounds,o
great,o
.,o
,
No,o
.,o
That,o
will,o
be,o
all,o
.,o
Thank,o
you,o
.,o
,
What,o
are,o
some,o
movies,o
playing,o
in,o
Emeryville,B-location
right,o
now,o
?,o
,
Family,B-movie_name
sounds,o
good,o
",",o
what,o
are,o
the,o
times,o
?,o
,
On,o
the,o
4th,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
.,o
,
How,o
much,o
per,o
ticket,o
?,o
,
What,o
type,o
of,o
movie,o
is,o
it,o
?,o
,
Okay,o
",",o
that,o
works,o
.,o
,
No,o
",",o
not,o
now,o
.,o
That,o
's,o
it,o
.,o
,
Give,o
me,o
a,o
3d,B-show_type
show,o
.,o
,
I,o
am,o
in,o
Petaluma,B-location
.,o
,
Give,o
me,o
The,B-movie_name
Curse,I-movie_name
of,I-movie_name
La,I-movie_name
Llorona,I-movie_name
please,o
.,o
,
Um,o
",",o
not,o
now,o
.,o
,
What,o
times,o
are,o
available,o
on,o
the,o
2nd,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
at,o
Boulevard,B-theater_name
Cinema,I-theater_name
.,o
,
Sound,o
good,o
",",o
thanks,o
.,o
,
Hey,o
",",o
can,o
you,o
help,o
me,o
find,o
a,o
movie,o
to,o
watch,o
?,o
,
I,o
'm,o
in,o
San,B-location
Francisco,I-location
.,o
Try,o
searching,o
for,o
movies,o
shown,o
there,o
.,o
,
Can,o
you,o
find,o
some,o
other,o
movies,o
?,o
I,o
want,o
to,o
watch,o
one,o
at,o
an,o
imax,B-show_type
show,o
in,o
the,o
AMC,B-theater_name
Metreon,I-theater_name
nearby,o
.,o
,
I,o
would,o
love,o
to,o
see,o
Missing,B-movie_name
Link,I-movie_name
!,o
,
No,o
",",o
I,o
do,o
n't,o
want,o
to,o
right,o
now,o
.,o
,
Yes,o
.,o
What,o
are,o
the,o
available,o
times,o
for,o
the,o
movie,o
?,o
,
March,B-show_date
2nd,I-show_date
would,o
be,o
nice,o
.,o
,
Great,o
!,o
,
No,o
.,o
Thanks,o
for,o
your,o
help,o
!,o
,
I,o
want,o
a,o
recommendation,o
on,o
a,o
movie,o
to,o
watch,o
.,o
,
I,o
am,o
in,o
San,B-location
Francisco,I-location
",",o
can,o
you,o
search,o
for,o
movies,o
in,o
this,o
city,o
?,o
,
Can,o
you,o
give,o
me,o
more,o
movie,o
recommendations,o
",",o
I,o
want,o
to,o
see,o
an,o
IMAX,o
show,o
and,o
I,o
do,o
like,o
seeing,o
comic,B-genre
movies,o
.,o
,
Missing,B-movie_name
Link,I-movie_name
sounds,o
perfect,o
.,o
,
At,o
what,o
time,o
can,o
I,o
watch,o
the,o
movie,o
",",o
if,o
I,o
plan,o
on,o
seeing,o
it,o
on,o
the,o
1st,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
?,o
,
That,o
sounds,o
good,o
.,o
,
I,o
think,o
I,o
am,o
not,o
ready,o
to,o
purchase,o
tickets,o
",",o
so,o
no,o
.,o
,
No,o
",",o
that,o
will,o
be,o
all,o
",",o
thank,o
you,o
for,o
your,o
help,o
.,o
,
I,o
am,o
looking,o
for,o
something,o
to,o
do,o
tonight,o
and,o
would,o
like,o
to,o
find,o
a,o
movie,o
that,o
I,o
can,o
watch,o
.,o
,
I,o
would,o
like,o
to,o
find,o
movies,o
shown,o
in,o
Moraga,B-location
tonight,o
.,o
,
What,o
time,o
is,o
Hotel,B-movie_name
Mumbai,I-movie_name
being,o
shown,o
?,o
,
Lets,o
watch,o
it,o
on,o
the,o
2nd,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
and,o
right,o
now,o
I,o
will,o
watch,o
a,o
regular,B-show_type
T.V,o
.,o
show,o
.,o
,
That,o
is,o
good,o
!,o
Thank,o
you,o
.,o
,
What,o
movies,o
are,o
being,o
shown,o
in,o
Healdsburg,B-location
?,o
,
I,o
love,o
Dumbo,B-movie_name
.,o
,
I,o
do,o
n't,o
want,o
to,o
buy,o
them,o
now,o
.,o
